institution,cz_label,mean_completions,mean_airea_completions,mean_students_enrolled,rural,tribal,pct_airea_completions
Pierce College at Fort Steilacoom,"Seattle, WA",25.67441860465117,2.874418604651158,7244.948837209301,0,2,0.11195652173913022
Pierce College at Puyallup,"Seattle, WA",21.1140350877193,0.34210526315789463,3373,0,2,0.016202742002492724
Pierce College-Fort Steilacoom,"Seattle, WA",23.42512077294684,0.6449275362318844,5979.297101449275,0,2,0.027531449783460542
Pierce College-Puyallup,"Seattle, WA",22.7854077253219,0.9442060085836906,4259,0,2,0.04143906573742698
Pierpont Community and Technical College,"Morgantown, WV",10.97768762677485,2.2150101419878285,2113.3225152129776,1,2,0.20177383592017725
Pikes Peak Community College,"Colorado Springs, CO",29.06728110599078,4.033179723502319,13715.070046082945,0,2,0.1387532500475622
Pikes Peak State College,"Colorado Springs, CO",28.44881889763779,2.31496062992126,12153.125984251968,0,2,0.08137282037088295
Pima Community College,"Tucson, AZ",26.602312138728376,2.5136801541425764,24534.293641618537,0,2,0.09449104051685386
Pine Technical & Community College,"Minneapolis, MN",6.736559139784948,1.3575268817204287,1714.5725806451615,1,2,0.20151636073423757
Pine Technical College,"Minneapolis, MN",9.72727272727273,1.193181818181818,1080.090909090909,1,2,0.12266355140186909
Pitt Community College,"Greenville, NC",17.75129151291519,3.090036900369007,8232.129889298889,1,2,0.17407392009312725
Polk State College,"Winter Haven, FL & Lakeland, FL",48.52032520325205,0.3333333333333348,10431.65203252032,0,2,0.0068699731903485535
Porterville College,"Fresno, CA",15.22935779816514,2.5174311926605486,4147.966972477064,0,2,0.16530120481927696
Portland Community College,"Portland, OR",35.450112107623305,4.548206278026913,28363.737668161517,0,2,0.1282987840551526
Potomac State College of West Virginia University,"Cumberland, MD",13.669172932330829,1.1278195488721803,1469.3082706766925,1,2,0.08250825082508248
Prairie State College,"Chicago, IL",14.206250000000027,2.2325000000000004,4256.384999999993,0,2,0.15714914210294736
Pratt Community College,"Pratt, KS",19.377358490566028,3.339622641509432,1321.792452830189,1,2,0.17234664070107109
Prince George's Community College,"Washington, DC",11.720845481049578,0.28425655976676306,12433.078717201179,0,2,0.02425222312045261
Pueblo Community College,"Colorado Springs, CO",21.387982832618018,2.2824034334763943,6459.74248927038,0,2,0.10671429144760607
Pulaski Technical College,"Little Rock, AR",33.836363636363636,3.2018181818181914,9765.0709090909,0,2,0.09462654486835063
Quincy College,"Boston, MA",18.475862068965522,0.5701149425287371,4086.604597701151,0,2,0.030857285056613233
Quinebaug Valley Community College,NA,5.83304042179261,0.9050966608084342,1589.548330404219,1,2,0.15516721904188002
Quinsigamond Community College,"Boston, MA",16.398445092322653,1.053449951409135,7748.371234207956,0,2,0.06424084390186081
Rainy River Community College,"International Falls, MN",8.815533980582522,0.5242718446601937,293.91262135922324,1,2,0.05947136563876648
Randolph Community College,"Winston-Salem, NC",11.630630630630646,1.8906048906048905,2772.522522522523,1,2,0.16255394489321653
Ranger College,"Graham, TX",26.76870748299317,2.224489795918367,2112.149659863945,1,2,0.08310038119440921
Rappahannock Community College,"Newport News, VA",25.45272206303722,0.5186246418338112,3316.246418338109,1,2,0.020375999099403387
Raritan Valley Community College,"Newark, NJ & Jersey City, NJ",16.412631578947376,0.8821052631578938,7721.6147368421025,1,2,0.053745510518214384
Reading Area Community College,"Allentown, PA",7.7139364303178395,0.5220048899755508,4539.515892420539,0,2,0.06767036450079256
Red Rocks Community College,"Denver, CO",19.71150855365472,3.9463452566096433,7888.413685847597,0,2,0.20020513629729011
Redlands Community College,"Oklahoma City, OK",11.361702127659573,0.7841945288753798,2363.252279635259,1,2,0.06902086677367576
Reedley College,"Fresno, CA",16.151173708920194,5.528638497652579,10820.947417840389,1,2,0.3423056799023309
Reid State Technical College,"Andalusia, AL & Atmore, AL",8.755905511811026,2.7677165354330704,526.5629921259842,1,2,0.31609712230215814
Rend Lake College,"Mount Vernon, IL & Centralia, IL",16.005725190839684,6.619274809160318,2784.8578244274786,1,2,0.41355669488494207
Renton Technical College,"Seattle, WA",10.163002274450383,2.238059135708875,3464.725549658832,0,2,0.22021633718761613
Rich Mountain Community College,"Idabel, OK & De Queen, AR & Mena, AR",8.778481012658228,0.8291139240506332,1021.1518987341774,1,2,0.09444844989185296
Richland College,"Dallas, TX",38.29310344827591,0.5632183908045971,19149.452107279692,0,2,0.014708089449197026
Richland Community College,"Decatur, IL",9.265541059094392,2.6300844205679152,2932.5694551036117,1,2,0.28385653938540506
Richmond Community College,"Fayetteville, NC",12.521352313167249,2.3220640569395052,2475.55871886121,1,2,0.1854483444649713
Ridgewater College,"Willmar, MN",9.327924273157523,2.3137254901960795,3496.730899256259,1,2,0.2480429109886929
Rio Hondo College,"Los Angeles, CA",25.97795414462082,2.6675485008818383,18120.07848324515,0,2,0.1026850877490751
Rio Salado College,"Phoenix, AZ",37.70890658942784,1.9833454018826902,19805.653149891357,1,2,0.0525962055457409
River Parishes Community College,"New Orleans, LA",26.782006920415224,12.674740484429057,2677.4532871972315,1,2,0.47325581395348804
River Valley Community College,"Lebanon, NH & Claremont, NH",7.962871287128706,1.1163366336633669,884.7178217821781,1,2,0.14019272614236886
Riverland Community College,"Mason City, IA & Austin, MN",10.920441988950264,2.1281767955801083,3366.508287292818,1,2,0.19488009713649704
Riverside City College,"Los Angeles, CA",31.996126533247203,4.695287282117498,19624.49451258876,0,2,0.14674549049675187
Roane State Community College,"Knoxville, TN",26.7421875,1.1484375,5663.017578125,1,2,0.04294478527607362
Roanoke-Chowan Community College,"Roanoke Rapids, NC",5,1.200000000000004,781.7097560975615,1,2,0.2400000000000008
Robeson Community College,"Fayetteville, NC",12.0354609929078,2.820330969267142,2040.5531914893602,1,2,0.23433510115890813
Rochester Community and Technical College,"Rochester, MN",11.396700706991357,1.2168106834249826,5416.003142183815,0,2,0.10676867934932473
Rock Valley College,"Rockford, IL",23.897689768976907,6.942794279427937,7105.394939493938,0,2,0.29052156700271564
Rockingham Community College,"Winston-Salem, NC",8.06278713629403,1.4548238897396657,1963.3935681470118,1,2,0.18043684710351404
Rockland Community College,"Poughkeepsie, NY",20.596412556053824,0.6352765321375191,6727.384155455895,0,2,0.030844038028884538
Rogue Community College,"Medford, OR",12.274529236868197,1.7581764122893908,4656.205153617446,1,2,0.14323778764634587
Rose State College,"Oklahoma City, OK",15.63231552162851,0.6157760814249372,7324.3167938931265,0,2,0.0393912264995524
Rowan College South Jersey Cumberland Campus,"Trenton, NJ",11.423076923076927,0.2692307692307693,2465,1,2,0.023569023569023566
Rowan College at Burlington County,"Trenton, NJ",26.3547237076649,0.2923351158645272,7726.139037433155,1,2,0.01109232330064252
Rowan College at Gloucester County,"Trenton, NJ",20.82258064516129,1.2983870967741946,7076.387096774193,0,2,0.062354763749031816
Rowan College of South Jersey Gloucester Campus,"Trenton, NJ",26,1.6616541353383463,6443.33082706767,0,2,0.06390977443609024
Rowan College of South Jersey-Cumberland Campus,"Trenton, NJ",12.609999999999994,0.19999999999999998,2487.57,1,2,0.01586042823156226
Rowan College of South Jersey-Gloucester Campus,"Trenton, NJ",26.657534246575345,2.0821917808219186,5414.45205479452,0,2,0.07810894141829396
Rowan-Cabarrus Community College,"Charlotte, NC",18.99514091350824,3.264334305150636,6433.064139941693,1,2,0.17185101811112288
Roxbury Community College,"Boston, MA",8.93236714975845,0.719806763285025,2002.0628019323688,0,2,0.08058409951325053
SOWELA Technical Community College,"Beaumont, TX & Lake Charles, LA",36.40657439446365,22.15743944636674,3411.115916955018,0,2,0.6086109395048227
SUNY Adirondack,"Albany, NY",15.984375,0.5703125,2763.21875,0,2,0.03567937438905181
SUNY Broome Community College,"Binghamton, NY",17.343794579172624,1.2524964336661941,5717.708987161199,0,2,0.07221582497121248
SUNY Corning Community College,"Ithaca, NY & Elmira, NY",8.007067137809182,0.9434628975265023,3924.540636042403,1,2,0.11782877316857913
SUNY Westchester Community College,"Poughkeepsie, NY",21.233082706766904,1.120300751879694,11660.843045112773,0,2,0.05276203966005644
Sacramento City College,"Sacramento, CA",15.063179699637503,2.5732780942516804,21709.454168824414,0,2,0.17083233059442335
Saddleback College,"Los Angeles, CA",27.161432994250692,1.3290579389650712,19999.454666076985,0,2,0.04893180485898499
Saint Johns River State College,"Jacksonville, FL",23.332874828060508,0.11141678129298375,6864.607977991745,1,2,0.004775098744325841
Saint Louis Community College,"St. Louis, MO",27.144112478031555,1.3848857644991224,20315.554481546547,0,2,0.05101974749109763
Saint Louis Community College-Forest Park,"St. Louis, MO",13.161290322580635,0.6451612903225808,8716,0,2,0.04901960784313731
Saint Paul College,"Minneapolis, MN",12.091872791519426,2.4452296819788018,6355.777385159013,0,2,0.20222092343658718
Saint Paul College-A Community and Technical College,"Minneapolis, MN",14.470588235294116,3.4369747899159635,6412.73949579832,0,2,0.2375145180023227
Salem Community College,"Trenton, NJ",7.199566160520606,1.4295010845986977,1081.3752711496745,1,2,0.19855378125941542
Salina Area Technical College,"Salina, KS",10.949367088607607,3.10970464135021,642.2953586497885,1,2,0.284007707129094
Salt Lake Community College,"Salt Lake City, UT",36.41908006814314,3.1101646791595567,29755.886428165875,0,2,0.08539932017338656
Sampson Community College,"Greenville, NC",7.524539877300614,1.2116564417177904,1494.1641104294474,1,2,0.16102731349368105
San Antonio College,"San Antonio, TX",26.916458852868,1.4869077306733196,20666.447630922656,0,2,0.055241580580904934
San Bernardino Valley College,"Los Angeles, CA",14.807412790697633,2.8292151162790744,12794.890261627905,0,2,0.19106748466257753
San Diego City College,"San Diego, CA",11.826524198617204,2.6807039597737305,15621.11816467629,0,2,0.22666879251700744
San Diego Mesa College,"San Diego, CA",14.083535108958857,2.247578692493944,22611.584745762753,0,2,0.15958909997421086
San Diego Miramar College,"San Diego, CA",16.742932862190784,3.901060070671367,13474.220848056537,0,2,0.23299741465730994
San Jacinto Community College,"Houston, TX",40.50995628946071,11.396308887809669,29953.67071393882,0,2,0.28132118451025323
San Joaquin Delta College,"Stockton, CA & Modesto, CA",23.606977937403773,3.801949717804013,17930.131349409956,0,2,0.1610519452292986
San Jose City College,"San Jose, CA",13.850047755491856,2.648519579751668,8994.4976122254,0,2,0.19122819115923048
San Juan College,"Farmington, NM",13.159261790840747,3.935748462064265,7322.183868762826,1,2,0.2990858092665705
Sandersville Technical College,"Milledgeville, GA",23.363636363636363,12.121212121212118,1028,1,2,0.5188067444876782
Sandhills Community College,"Fayetteville, NC",11.82352941176471,0.9838523644752021,4042.0461361015,1,2,0.08321139401034044
Santa Ana College,"Los Angeles, CA",33.83262935586075,3.5881731784582755,27766.048574445642,0,2,0.10605658640116022
Santa Barbara City College,"Santa Barbara, CA",28.780415430267066,4.408902077151345,15920.659940652848,0,2,0.15319105062377597
Santa Fe College,"Gainesville, FL",48.872670807453396,2.171842650103522,14463.71635610765,0,2,0.04443879604329506
Santa Fe Community College,"Albuquerque, NM",5.629192546583864,0.5838509316770178,4491.442236024849,1,2,0.1037184155356942
Santa Monica College,"Los Angeles, CA",55.24767080745323,3.472049689440987,27877.860248447236,0,2,0.06284517770064231
Santa Rosa Junior College,"San Francisco, CA",25.996299342105257,3.5213815789473712,20582.729440789382,0,2,0.13545703304177292
Santiago Canyon College,"Los Angeles, CA",41.41825902335457,8.563694267515931,11692.69532908705,0,2,0.20676132868566757
Sauk Valley Community College,"Rockford, IL",13.912908242612758,3.8304821150855295,1937.6251944012417,1,2,0.27531857813547894
Savannah Technical College,"Savannah, GA",17.894251242015592,6.264726756564921,4212.615330021283,0,2,0.35009717209376057
Schenectady County Community College,"Albany, NY",8.912529550827406,0.25059101654846405,5260.8486997635955,0,2,0.028116710875331696
Schoolcraft College,"Detroit, MI",19.12062615101291,1.1418047882136282,10961.959484346238,0,2,0.059715868047194746
Schoolcraft Community College District,"Detroit, MI",13.297142857142866,0.7314285714285712,7623.154285714286,0,2,0.05500644606789853
Scottsdale Community College,"Phoenix, AZ",16.152070604209054,1.0950441276306904,9090.727766463031,1,2,0.06779589778076711
Seattle Central College,"Seattle, WA",20.02489019033677,1.9165446559297186,6140.51830161054,0,2,0.09570812312641636
Seattle Community College-Central Campus,"Seattle, WA",26.559055118110244,1.8267716535433083,7302.212598425196,0,2,0.06878150014823602
Seattle Community College-North Campus,"Seattle, WA",24.311557788944732,1.7386934673366834,6276.115577889448,0,2,0.07151715584952457
Seattle Community College-South Campus,"Seattle, WA",24.148148148148145,8.523148148148145,5238.0046296296305,0,2,0.35295245398773
Seminole State College,"Oklahoma City, OK",13.417956656346751,2.7027863777089793,1789.4705882352946,1,2,0.20143054914628522
Seminole State College of Florida,"Orlando, FL",59.90949033391915,5.768014059753959,17430.794376098405,0,2,0.09627880370212837
Seward County Community College,"Liberal, KS",7.869017632241809,1.5944584382871532,1764.9118387909316,1,2,0.2026248399487837
Seward County Community College and Area Technical School,"Liberal, KS",5.57017543859649,0.9795321637426905,1904.9736842105262,1,2,0.17585301837270353
Shasta College,"Redding, CA & Chico, CA",14.334239130434785,2.30887681159421,8652.986413043478,1,2,0.16107424960505579
Shawnee Community College,"Carbondale, IL",11.93781512605042,2.6453781512605055,1627.946218487393,1,2,0.2215965085175279
Shelton State Community College,"Tuscaloosa, AL",13.243831640058074,3.4804063860667656,4766.130624092892,0,2,0.262794520547945
Sheridan College,"Sheridan, WY",8.849572649572634,2.529914529914529,4210.355555555555,1,2,0.2858798531968325
Shoreline Community College,"Seattle, WA",21.41872427983538,4.528806584362163,5690.457818930045,0,2,0.2114414717325532
Sierra College,"Sacramento, CA",30.411147540983592,7.000655737704912,18017.31934426229,0,2,0.230200314811221
Sinclair Community College,"Dayton, OH",20.233169705469848,2.2023141654978833,18881.322931276307,0,2,0.10884672038818062
Skagit Valley College,"Seattle, WA",12.247275775356245,1.8683989941324413,4819.8466051969845,0,2,0.15255629320375075
Skyline College,"San Francisco, CA",17.96936542669584,3.810722100656461,9273.528446389491,0,2,0.21206770579639586
Snead State Community College,"Gadsden, AL",28.460251046025103,0.9665271966527194,2345.728033472803,1,2,0.03396059982358129
Snow College,"Salt Lake City, UT",9.1958224543081,0.8550913838120112,5278.919060052228,1,2,0.09298693923906873
Solano Community College,"San Francisco, CA",14.915087719298224,4.218245614035087,9670.597192982465,1,2,0.28281735202785396
Somerset Community College,"Somerset, KY",32.41938775510204,9.099999999999994,6795.365306122439,1,2,0.2806962324132068
South Arkansas College,"El Dorado, AR",10.069767441860462,0.3953488372093023,1190,1,2,0.03926096997690532
South Arkansas Community College,"El Dorado, AR",12.438985736925513,2.5594294770205983,1527.11093502377,1,2,0.20575869537520675
South Central College,"Mankato, MN",7.188429752066125,1.8041322314049568,3059.2834710743746,1,2,0.2509772361462399
South Central Louisiana Technical College,"Houma, LA",69.71323529411768,61.86029411764708,2267.985294117647,1,2,0.8873536546777765
South Central Louisiana Technical College-Young Memorial Campus,"Houma, LA",102.80476190476186,93.30952380952378,2771.780952380951,1,2,0.9076381490573905
South Florida Community College,"Winter Haven, FL & Lakeland, FL",13.991071428571423,0.9375,2790.2321428571427,1,2,0.06700701978302491
South Florida State College,"Winter Haven, FL & Lakeland, FL",10.794979079497903,0.6722454672245469,2801.9637377963736,1,2,0.06227390180878558
South Georgia Technical College,"Americus, GA",13.402877697841724,4.977617905675417,1931.415667466026,1,2,0.3713842667143763
South Louisiana Community College,"Lafayette, LA",29.33977900552486,7.953038674033149,6044.5331491712695,0,2,0.27106675454288676
South Mountain Community College,"Phoenix, AZ",12.16431451612904,0.9677419354838701,4255.4576612903165,0,2,0.07955581337532101
South Piedmont Community College,"Charlotte, NC",7.575539568345318,0.49640287769784136,2863.4004796163076,1,2,0.06552706552706553
South Plains College,"Lubbock, TX",13.706367041198495,2.050936329588018,9322.16629213484,1,2,0.1496338397639089
South Puget Sound Community College,"Seattle, WA",25.77980364656381,3.892005610098174,4793.443197755963,0,2,0.1509711114738044
South Seattle College,"Seattle, WA",12.149802890933001,5.231274638633382,5812.211563731934,0,2,0.43056456846203733
South Suburban College,"Chicago, IL",9.454251883745965,1.3293864370290625,4579.522066738415,0,2,0.1406125469657291
South Texas College,"McAllen, TX",53.35913312693491,7.997678018575853,30600.041021671816,0,2,0.14988395706411398
Southcentral Kentucky Community and Technical College,"Bowling Green, KY",36.39575971731449,12.427561837455826,4442.243816254418,0,2,0.3414563106796115
Southeast Arkansas College,"Pine Bluff, AR",10.404088050314463,1.0455974842767322,1418.6871069182398,0,2,0.10049871542995342
Southeast Community College Area,"Lincoln, NE",25.571254567600477,8.489646772228998,9864.349573690622,0,2,0.33199961893874486
Southeast Kentucky Community,"Harlan, KY & Cumberland, KY",15.100000000000001,1.2000000000000004,2505,1,2,0.0794701986754967
Southeast Kentucky Community & Technical College,"Harlan, KY & Cumberland, KY",14.452380952380949,1.0714285714285712,2745.9047619047624,1,2,0.07413509060955518
Southeast Kentucky Community and Technical College,"Harlan, KY & Cumberland, KY",19.34259259259258,5.105555555555556,3909.425925925925,1,2,0.2639540449976067
Southeast New Mexico College,"Roswell, NM",2.81021897810219,0.3138686131386862,1401.9635036496352,1,2,0.11168831168831171
Southeast Technical College,"Sioux Falls, SD",15.008849557522122,3.5530973451327443,2413.8097345132746,1,2,0.23673349056603782
Southeast Technical Institute,"Sioux Falls, SD",18.240556660039758,4.047713717693836,2319.308151093439,1,2,0.22190735694822886
Southeastern Community College,"Burlington, IA",11.01501251042535,1.6972477064220182,2159.7055879899945,1,2,0.1540849549481336
Southeastern Illinois College,"Harrisburg, IL",8.735483870967741,2.7032258064516146,1790.13064516129,1,2,0.30945347119645517
Southeastern Technical College,"Dublin, GA",9.27661691542288,2.178109452736328,1746.9810945273628,1,2,0.234795666630914
Southern Arkansas University Tech,"El Dorado, AR",13.300136425648022,2.481582537517051,1319.6398362892232,1,2,0.18658323930659537
Southern Crescent Technical College,"Atlanta, GA",14.428887659103479,3.3121195351410835,5145.517985611508,0,2,0.22954780807731912
Southern Maine Community College,"Portland, ME",15.303621169916438,2.559888579387187,6442.93593314763,0,2,0.16727338915180195
Southern Regional Technical College,"Tallahassee, FL",16.002594033722445,3.8119325551232044,4249.788586251622,1,2,0.2382071648565399
Southern State Community College,"Washington Court House, OH & Wilmington, OH",10.977867203219324,0.5090543259557345,2537.5231388329967,1,2,0.046370967741935464
Southern Union State Community College,"Anniston, AL",17.418205804749302,3.094986807387872,4703.2018469657005,1,2,0.177686889343332
Southern University at Shreveport,"Shreveport, LA",9.448275862068966,0.375,2981.1508620689656,1,2,0.03968978102189781
Southern West Virginia Community and Technical College,"Pikeville, KY",10.26399999999999,0.7339999999999991,1728.8440000000016,1,2,0.07151208106001557
Southside Virginia Community College,"Roanoke Rapids, NC",21.164756446991394,2.8710601719197575,4466.083094555866,1,2,0.13565288025451783
Southwest Mississippi Community College,"McComb, MS & Brookhaven, MS",18.08753315649867,3.381962864721484,1947.570291777188,1,2,0.18697756269247687
Southwest Tennessee Community College,"Memphis, TN",21.2893333333333,1.8333333333333275,9863.150666666656,0,2,0.0861151124193648
Southwest Texas Junior College,"Uvalde, TX",21.745062836624754,3.4039497307001785,6194.6947935368025,1,2,0.15653896961690897
Southwest Virginia Community College,"Bluefield, WV",11.127152317880784,1.1947019867549653,2553.776158940398,1,2,0.10736817045589807
Southwest Wisconsin Technical College,"Platteville, WI",13.154277699859733,2.938288920056102,2725.761570827492,1,2,0.2233713615524046
Southwestern College,"San Diego, CA",12.556082830025922,1.3490077653149286,18534.050043140625,0,2,0.10743858443566381
Southwestern Community College,"Creston, IA",8.925978647686824,1.3615658362989336,2146.1836298932376,1,2,0.15253966988278475
Southwestern Illinois College,"St. Louis, MO",24.2434163701067,7.135943060498221,9784.3209964413,1,2,0.29434560507310276
Southwestern Michigan College,"South Bend, IN",7.1527936145952005,0.9076396807297615,2383.2371721778813,1,2,0.12689303363621904
Southwestern Oregon Community College,"Roseburg, OR",9.476941747572813,0.6553398058252417,1977.6820388349483,1,2,0.06915097963887813
Sowela Technical Community College,"Beaumont, TX & Lake Charles, LA",31.322981366459622,17.956521739130434,2815.695652173913,0,2,0.5732698790402538
Spartanburg Community College,"Spartanburg, SC",15.04258443465491,3.5403817914831155,5314.737151248164,0,2,0.23535728231159736
Spokane Community College,"Spokane, WA",15.799305555555556,4.4263888888888925,8393.992361111119,0,2,0.2801635092962949
Spokane Falls Community College,"Spokane, WA",21.793963254593173,0.49606299212598354,6097.04855643043,1,2,0.022761486120310682
Spoon River College,"Peoria, IL",14.112299465240634,3.0508021390374345,1577.074866310159,1,2,0.21618037135278537
Springfield Technical Community College,"Springfield, MA",11.204201680672268,1.8436974789915943,5677.025210084025,0,2,0.16455411385284613
St Charles Community College,"St. Louis, MO",20.619453924914676,0.5870307167235508,6633.319112627979,0,2,0.028469750889679776
St Clair County Community College,"Detroit, MI",17.74584717607978,1.1162790697674416,3946.05315614618,0,2,0.06290367874192625
St Cloud Technical and Community College,"St. Cloud, MN",12.524932003626473,3.381686310063467,4293.599274705355,0,2,0.2699963807455667
St Petersburg College,"Tampa, FL",58.20639332870027,0.9937456567060491,29777.275191104905,0,2,0.017072792177557156
St Philip's College,"San Antonio, TX",11.722374931280907,3.5294117647058876,11619.263881253442,0,2,0.30108333724147723
St. Cloud Technical and Community College,"St. Cloud, MN",14.176470588235292,3.632352941176471,4751,0,2,0.2562240663900416
Stanly Community College,"Charlotte, NC",11.638461538461543,1.2179487179487163,2678.1897435897454,1,2,0.1046486010134389
Stark State College,"Canton, OH",10.975479744136457,2.3976545842217423,12095.312899786806,0,2,0.2184555609519179
Stark State College of Technology,"Canton, OH",20.017543859649127,4.122807017543858,14826,0,2,0.2059596844872917
State College of Florida-Manatee-Sarasota,"North Port, FL & Port Charlotte, FL",35.871650211565594,0.25528913963328637,10162.712270803946,0,2,0.007116738096174261
State Fair Community College,"Sedalia, MO & Warrensburg, MO",16.002881844380404,2.289625360230544,4591.978386167148,1,2,0.1430758148748422
State Technical College of Missouri,"Columbia, MO",14.890186915887849,10.948598130841125,1608.1542056074761,1,2,0.7352895025890479
Stella and Charles Guttman Community College,"New York, NY",15.354166666666668,0,837.3333333333333,0,2,0
Suffolk County Community College,"New York, NY",45.947069943289215,1.620037807183364,24913.71739130434,0,2,0.03525878383938121
Sullivan County Community College,"Poughkeepsie, NY",5.733928571428566,0.08750000000000054,1642.4375,1,2,0.015260043600124678
Surry Community College,"Winston-Salem, NC",7.229381443298976,1.2955326460481091,3276.8204467353967,1,2,0.1792038027332142
Sussex County Community College,"Newark, NJ & Jersey City, NJ",16.01960784313727,1.9509803921568618,2640.9901960784296,0,2,0.12178702570379421
Tacoma Community College,"Seattle, WA",33.22437673130194,2.0914127423822735,6782.886426592797,0,2,0.06294814073703525
Taft College,"Bakersfield, CA",11.434256055363313,2.1418685121107224,5466.740484429065,1,2,0.18732032077470093
Tallahassee Community College,"Tallahassee, FL",52.99130434782607,0.40248447204968874,12627.228571428575,0,2,0.007595292793848739
Tarrant County College District,"Fort Worth, TX",57.99376558603445,4.018079800498752,48473.69139650868,0,2,0.06928468534325266
Technical College of the Lowcountry,"Hilton Head Island, SC & Aiken, SC & Bluffton, SC",10.827380952380953,2.125,2377.9325396825393,1,2,0.19626168224299065
Temple College,"Killeen, TX",11.965599051008287,0.39145907473309627,5153.12692763938,0,2,0.03271537622682667
Terra State Community College,"Sandusky, OH",3.0942211055276303,0.8982412060301515,2643.1520100502494,1,2,0.29029638652050443
Texarkana College,"Texarkana, TX",13.344124700239808,3.4028776978417277,4150.242206235015,0,2,0.255009434809956
Texas Southmost College,"McAllen, TX",20.509933774834423,1.6390728476821192,7254.1390728476845,0,2,0.07991604778818218
The College of the Florida Keys,"Miami, FL",7.744,1.5360000000000003,874.448,1,2,0.19834710743801656
The Community College of Baltimore County,"Baltimore, MD",19.517875383043915,1.9775280898876393,23655.280898876415,0,2,0.10131881934268368
The University of Texas at Brownsville,"McAllen, TX",26.9193899782135,2.7342047930283235,12128.263616557744,0,2,0.10157008740692788
Thomas Nelson Community College,"Newport News, VA",25.793846153846147,4.653846153846151,9352.184615384616,0,2,0.1804246689729213
Three Rivers College,"Poplar Bluff, MO",14.752136752136748,0.8141025641025624,2995.2692307692287,1,2,0.055185399768250196
Three Rivers Community College,NA,9.31511528608026,1.1733561058924,4183.699402220331,0,2,0.12596259625962616
Tidewater Community College,"Virginia Beach, VA",42.01262626262624,10.518518518518542,23767.638047137978,0,2,0.25036565085852885
Tillamook Bay Community College,"Newport, OR & Lincoln City, OR",2.511568123393315,0.10025706940873996,444.298200514139,1,2,0.03991811668372555
Tohono O'Odham Community College,"Tucson, AZ",0.8382352941176472,0.11274509803921579,291.3578431372548,1,1,0.1345029239766083
Tohono O'odham Community College,"Tucson, AZ",2.0666666666666664,0.0952380952380952,768.7047619047617,1,1,0.04608294930875575
Tompkins Cortland Community College,"Ithaca, NY & Elmira, NY",12.052702702702682,0.4959459459459457,4176.329729729727,1,2,0.041148110774750585
Treasure Valley Community College,"Boise, ID",4.904977375565614,1.3348416289592742,2041.6733031674187,1,2,0.2721402214022135
Tri-County Community College,"Andrews, NC",4.536277602523662,0.5,1155.242902208203,1,2,0.11022253129346307
Tri-County Technical College,"Greenville, SC",30.53706754530477,5.9275123558484415,6242.065897858317,1,2,0.1941087613293054
Trident Technical College,"Charleston, SC",29.14460999123578,3.302366345311115,14465.194566170047,0,2,0.11330967703133396
Trinidad State College,"Trinidad, CO",9.149122807017545,1.447368421052632,1541.9649122807018,1,2,0.1581975071907958
Trinidad State Junior College,"Trinidad, CO",11.723564954682775,3.2401812688821754,1685.4773413897287,1,2,0.27638190954773884
Trinity Valley Community College,"Tyler, TX",22.34741784037561,5.172535211267617,5323.44366197183,1,2,0.2314600840336137
Triton College,"Chicago, IL",14.695246179966052,3.3505942275042435,11275.58913412565,0,2,0.22800531453988776
Truckee Meadows Community College,"Reno, NV",16.314663310258027,4.119572057898056,10802.23599748271,0,2,0.25250732911587753
Tulsa Community College,"Tulsa, OK",27.09090909090916,1.7196333078686,17471.888464476717,0,2,0.06347639727031729
Tunxis Community College,NA,12.029513888888888,0.35763888888889034,3983.5329861111127,0,2,0.02973011978640509
Tyler Junior College,"Tyler, TX",20.1918175720992,2.6706908115358843,11494.437961099935,0,2,0.13226599348967036
"UCNJ Union College of Union County, NJ","Newark, NJ & Jersey City, NJ",32.26666666666668,2.066666666666667,8081,0,2,0.06404958677685949
Ulster County Community College,"Poughkeepsie, NY",14.169683257918548,1.1312217194570116,3408.9909502262435,1,2,0.07983394539358123
Umpqua Community College,"Roseburg, OR",9.271551724137932,0.7543103448275854,2398.2399425287363,1,2,0.08135750813575071
Union County College,"Newark, NJ & Jersey City, NJ",29.79425837320574,2.1754385964912273,10249.196172248801,0,2,0.07301536320325462
University of Arkansas Community College Rich Mountain,"Idabel, OK & De Queen, AR & Mena, AR",10.913043478260866,1.4396135265700476,813.8212560386473,1,2,0.131916777335104
University of Arkansas Community College-Batesville,"Batesville, AR",11.28896672504378,1.20140105078809,1324.907180385289,1,2,0.10642258765125652
University of Arkansas Community College-Hope,"Hot Springs, AR",12.156542056074766,2.899532710280374,1480.0654205607475,1,2,0.23851624063040555
University of Arkansas Community College-Morrilton,"Little Rock, AR",20.67777777777776,5.168518518518524,2055.0092592592596,1,2,0.24995522120723673
University of Arkansas Hope-Texarkana,"Hot Springs, AR",13.132978723404257,1.8085106382978704,1270.8297872340424,1,2,0.13770757391656524
University of Arkansas-Pulaski Technical College,"Little Rock, AR",19.474285714285703,1.893333333333333,4898.527619047622,0,2,0.09722222222222227
University of Hawaii Maui College,"Kahului, HI & Kihei, HI",14.954372623574137,0.8612167300380222,3412.302281368826,1,2,0.05758962623951181
University of Montana-Helena College of Technology,"Bozeman, MT",7.8431372549019605,2.4509803921568625,1612.9411764705883,1,2,0.3125
