cz,is_green_soc,year,num_postings
156,0,2016,33659
156,0,2017,35569
156,0,2018,40768
156,0,2019,35143
156,0,2020,34861
156,0,2021,52397
156,0,2022,60705
156,0,2023,61154
156,0,2024,51965
156,1,2010,2226
156,1,2011,3588
156,1,2012,3184
156,1,2013,4319
156,1,2014,4915
156,1,2015,4459
156,1,2016,4844
156,1,2017,5730
156,1,2018,6961
156,1,2019,5016
156,1,2020,3659
156,1,2021,7364
156,1,2022,8574
156,1,2023,8718
156,1,2024,7064
157,0,2010,1982
157,0,2011,2482
157,0,2012,2550
157,0,2013,5261
157,0,2014,7047
157,0,2015,5513
157,0,2016,6633
157,0,2017,7328
157,0,2018,6922
157,0,2019,6025
157,0,2020,11463
157,0,2021,9491
157,0,2022,10006
157,0,2023,10477
157,0,2024,7677
157,1,2010,177
157,1,2011,255
157,1,2012,426
157,1,2013,853
157,1,2014,861
157,1,2015,666
157,1,2016,866
157,1,2017,959
157,1,2018,1012
157,1,2019,821
157,1,2020,989
157,1,2021,1257
157,1,2022,1239
157,1,2023,1206
157,1,2024,1166
158,0,2010,7168
158,0,2011,9757
158,0,2012,8849
158,0,2013,15394
158,0,2014,20954
158,0,2015,20023
158,0,2016,20769
158,0,2017,22323
158,0,2018,21558
158,0,2019,14311
158,0,2020,11512
158,0,2021,16580
158,0,2022,17660
158,0,2023,17376
158,0,2024,14506
158,1,2010,987
158,1,2011,1945
158,1,2012,1620
158,1,2013,2330
158,1,2014,3544
158,1,2015,3110
158,1,2016,3257
158,1,2017,2943
158,1,2018,3419
158,1,2019,2015
158,1,2020,1430
158,1,2021,2516
158,1,2022,2573
158,1,2023,2489
158,1,2024,1862
159,0,2010,5300
159,0,2011,5200
159,0,2012,5819
159,0,2013,7764
159,0,2014,9850
159,0,2015,8449
159,0,2016,12465
159,0,2017,11669
159,0,2018,9893
159,0,2019,8599
159,0,2020,9913
159,0,2021,10144
159,0,2022,11565
159,0,2023,12134
159,0,2024,11309
159,1,2010,549
159,1,2011,710
159,1,2012,683
159,1,2013,939
159,1,2014,1173
159,1,2015,1066
159,1,2016,1190
159,1,2017,1027
159,1,2018,880
159,1,2019,929
159,1,2020,857
159,1,2021,1123
159,1,2022,1325
159,1,2023,1225
159,1,2024,1166
160,0,2010,96164
160,0,2011,112724
160,0,2012,105211
160,0,2013,147168
160,0,2014,165311
160,0,2015,169150
160,0,2016,194816
160,0,2017,207394
160,0,2018,281241
160,0,2019,271868
160,0,2020,282184
160,0,2021,332218
160,0,2022,387041
160,0,2023,297478
160,0,2024,273296
160,1,2010,11014
160,1,2011,14569
160,1,2012,15173
160,1,2013,19358
160,1,2014,20727
160,1,2015,20480
160,1,2016,23953
160,1,2017,25348
160,1,2018,34481
160,1,2019,33718
160,1,2020,32759
160,1,2021,42924
160,1,2022,49056
160,1,2023,37406
160,1,2024,34414
161,0,2010,9161
161,0,2011,10472
161,0,2012,10092
161,0,2013,16033
161,0,2014,18014
161,0,2015,19186
161,0,2016,20232
161,0,2017,22606
161,0,2018,18430
161,0,2019,18495
161,0,2020,22316
161,0,2021,29895
161,0,2022,33084
161,0,2023,44391
161,0,2024,27351
161,1,2010,1234
161,1,2011,1928
161,1,2012,1619
161,1,2013,2472
161,1,2014,3316
161,1,2015,3421
161,1,2016,3244
161,1,2017,3715
161,1,2018,3161
161,1,2019,2921
161,1,2020,2602
161,1,2021,3998
161,1,2022,5771
161,1,2023,7579
161,1,2024,3841
162,0,2010,10854
162,0,2011,14339
162,0,2012,12809
162,0,2013,19098
162,0,2014,24133
162,0,2015,19147
162,0,2016,25988
162,0,2017,24051
162,0,2018,24187
162,0,2019,26946
162,0,2020,31224
162,0,2021,47314
162,0,2022,52664
162,0,2023,53131
162,0,2024,48072
162,1,2010,1451
162,1,2011,2471
162,1,2012,2769
162,1,2013,3154
162,1,2014,3547
162,1,2015,3370
162,1,2016,3901
162,1,2017,3507
162,1,2018,3826
162,1,2019,3837
162,1,2020,3512
162,1,2021,5796
162,1,2022,6955
162,1,2023,6252
162,1,2024,5975
163,0,2010,16820
163,0,2011,22275
163,0,2012,20685
163,0,2013,35559
163,0,2014,42390
163,0,2015,40005
163,0,2016,40634
163,0,2017,41669
163,0,2018,61505
163,0,2019,67111
163,0,2020,78486
163,0,2021,108345
163,0,2022,115065
163,0,2023,98960
163,0,2024,77656
163,1,2010,3957
163,1,2011,4936
163,1,2012,5095
163,1,2013,7111
163,1,2014,8094
163,1,2015,6495
163,1,2016,6740
163,1,2017,7904
163,1,2018,10062
163,1,2019,10034
163,1,2020,10161
163,1,2021,16033
163,1,2022,18731
163,1,2023,13957
163,1,2024,11410
164,0,2010,2670
164,0,2011,3684
164,0,2012,4538
164,0,2013,6607
164,0,2014,7713
164,0,2015,7972
164,0,2016,9473
164,0,2017,9508
164,0,2018,8698
164,0,2019,7908
164,0,2020,11307
164,0,2021,14332
164,0,2022,13827
164,0,2023,12761
164,0,2024,11499
164,1,2010,629
164,1,2011,1126
164,1,2012,1443
164,1,2013,1752
164,1,2014,2024
164,1,2015,1646
164,1,2016,1923
164,1,2017,2031
164,1,2018,1853
164,1,2019,1585
164,1,2020,1772
164,1,2021,2339
164,1,2022,2605
164,1,2023,2175
164,1,2024,1873
165,0,2010,5968
165,0,2011,8679
165,0,2012,8523
165,0,2013,10876
165,0,2014,9414
165,0,2015,9681
165,0,2016,11340
165,0,2017,12456
165,0,2018,11570
165,0,2019,9804
165,0,2020,13845
165,0,2021,18380
165,0,2022,20265
165,0,2023,17510
165,0,2024,13867
165,1,2010,653
165,1,2011,1109
165,1,2012,1485
165,1,2013,1614
165,1,2014,1273
165,1,2015,1031
165,1,2016,1200
165,1,2017,1400
165,1,2018,1287
165,1,2019,975
165,1,2020,1145
165,1,2021,1660
165,1,2022,2001
165,1,2023,1613
165,1,2024,1492
166,0,2010,67033
166,0,2011,93445
166,0,2012,87998
166,0,2013,120951
166,0,2014,137295
166,0,2015,149853
166,0,2016,161868
166,0,2017,159074
166,0,2018,235573
166,0,2019,287198
166,0,2020,305301
166,0,2021,350186
166,0,2022,380754
166,0,2023,272345
166,0,2024,256298
166,1,2010,9275
166,1,2011,14894
166,1,2012,15184
166,1,2013,16428
166,1,2014,18752
166,1,2015,19868
166,1,2016,22305
166,1,2017,20966
166,1,2018,33092
166,1,2019,38857
166,1,2020,40891
166,1,2021,44584
166,1,2022,49998
166,1,2023,36752
166,1,2024,36421
167,0,2010,750
167,0,2011,866
167,0,2012,698
167,0,2013,1967
167,0,2014,2207
167,0,2015,2070
167,0,2016,2503
167,0,2017,2668
167,0,2018,2363
167,0,2019,1817
167,0,2020,2605
167,0,2021,3621
167,0,2022,3407
167,0,2023,3247
167,0,2024,2692
167,1,2010,100
167,1,2011,165
167,1,2012,122
167,1,2013,261
167,1,2014,220
167,1,2015,240
167,1,2016,361
167,1,2017,321
167,1,2018,304
167,1,2019,300
167,1,2020,235
167,1,2021,330
167,1,2022,365
167,1,2023,312
167,1,2024,345
168,0,2010,35516
168,0,2011,41766
168,0,2012,52218
168,0,2013,77414
168,0,2014,95360
168,0,2015,89135
168,0,2016,120055
168,0,2017,96202
168,0,2018,151975
168,0,2019,160083
168,0,2020,173486
168,0,2021,198989
168,0,2022,201020
168,0,2023,160545
168,0,2024,145353
168,1,2010,4424
168,1,2011,5949
168,1,2012,7684
168,1,2013,10939
168,1,2014,12480
168,1,2015,11584
168,1,2016,15794
168,1,2017,12488
168,1,2018,20590
168,1,2019,21221
168,1,2020,21347
168,1,2021,25660
168,1,2022,26331
168,1,2023,20550
168,1,2024,19009
169,0,2010,2522
169,0,2011,2250
169,0,2012,2079
169,0,2013,3018
169,0,2014,4395
169,0,2015,4189
169,0,2016,5408
169,0,2017,5120
169,0,2018,4405
169,0,2019,4477
169,0,2020,7038
169,0,2021,8699
169,0,2022,8867
169,0,2023,8779
169,0,2024,7539
169,1,2010,189
169,1,2011,284
169,1,2012,405
169,1,2013,463
169,1,2014,623
169,1,2015,652
169,1,2016,596
169,1,2017,451
169,1,2018,610
169,1,2019,619
169,1,2020,939
169,1,2021,1289
169,1,2022,1285
169,1,2023,1072
169,1,2024,1041
170,0,2010,1445
170,0,2011,1727
170,0,2012,2823
170,0,2013,3106
170,0,2014,2564
170,0,2015,2241
170,0,2016,2916
170,0,2017,3164
170,0,2018,2627
170,0,2019,2259
170,0,2020,3931
170,0,2021,4616
170,0,2022,4472
170,0,2023,4531
170,0,2024,4385
170,1,2010,260
170,1,2011,453
170,1,2012,789
170,1,2013,588
170,1,2014,606
170,1,2015,395
170,1,2016,647
170,1,2017,471
170,1,2018,510
170,1,2019,538
170,1,2020,565
170,1,2021,569
170,1,2022,841
170,1,2023,687
170,1,2024,554
171,0,2010,17782
171,0,2011,19419
171,0,2012,27080
171,0,2013,39622
171,0,2014,42423
171,0,2015,39664
171,0,2016,45246
171,0,2017,52509
171,0,2018,52503
171,0,2019,48363
171,0,2020,56987
171,0,2021,88804
171,0,2022,103400
171,0,2023,91062
171,0,2024,78162
171,1,2010,2692
171,1,2011,3428
171,1,2012,5332
171,1,2013,6671
171,1,2014,7639
171,1,2015,7337
171,1,2016,8274
171,1,2017,8809
171,1,2018,7765
171,1,2019,6755
171,1,2020,7150
171,1,2021,12284
171,1,2022,16093
171,1,2023,12303
171,1,2024,10534
172,0,2010,3421
172,0,2011,4084
172,0,2012,2908
172,0,2013,5466
172,0,2014,5620
172,0,2015,4361
172,0,2016,5520
172,0,2017,5417
172,0,2018,5528
172,0,2019,4336
172,0,2020,6126
172,0,2021,7919
172,0,2022,9184
172,0,2023,9408
172,0,2024,6763
172,1,2010,296
172,1,2011,451
172,1,2012,423
172,1,2013,724
172,1,2014,683
172,1,2015,467
172,1,2016,765
172,1,2017,664
172,1,2018,707
172,1,2019,477
172,1,2020,472
172,1,2021,700
172,1,2022,910
172,1,2023,774
172,1,2024,772
173,0,2010,7615
173,0,2011,10490
173,0,2012,9558
173,0,2013,14546
173,0,2014,14826
173,0,2015,13849
173,0,2016,15404
173,0,2017,15067
173,0,2018,13298
173,0,2019,14267
173,0,2020,16911
173,0,2021,22763
173,0,2022,23281
173,0,2023,21103
173,0,2024,21032
173,1,2010,1211
173,1,2011,1553
173,1,2012,1542
173,1,2013,1878
173,1,2014,1901
173,1,2015,1672
173,1,2016,1961
173,1,2017,1840
173,1,2018,1884
173,1,2019,1777
173,1,2020,2201
173,1,2021,3296
173,1,2022,2742
173,1,2023,2295
173,1,2024,2272
174,0,2010,12263
174,0,2011,16965
174,0,2012,15835
174,0,2013,26680
174,0,2014,30574
174,0,2015,29460
174,0,2016,33326
174,0,2017,39357
174,0,2018,36873
174,0,2019,35322
174,0,2020,51123
174,0,2021,61627
174,0,2022,63964
174,0,2023,71919
174,0,2024,63887
174,1,2010,1388
174,1,2011,2701
174,1,2012,2498
174,1,2013,3148
174,1,2014,3609
174,1,2015,3565
174,1,2016,3726
174,1,2017,4488
174,1,2018,4498
174,1,2019,4291
174,1,2020,5125
174,1,2021,6778
174,1,2022,7479
174,1,2023,8541
174,1,2024,7994
175,0,2010,37865
175,0,2011,49834
175,0,2012,54465
175,0,2013,63542
175,0,2014,78264
175,0,2015,84000
175,0,2016,95764
175,0,2017,94312
175,0,2018,113236
175,0,2019,99517
175,0,2020,96113
175,0,2021,138582
175,0,2022,142357
175,0,2023,131538
175,0,2024,120941
175,1,2010,4358
175,1,2011,6644
175,1,2012,7840
175,1,2013,8081
175,1,2014,10066
175,1,2015,11026
175,1,2016,12115
175,1,2017,11370
175,1,2018,14353
175,1,2019,13894
175,1,2020,11876
175,1,2021,17523
175,1,2022,17722
175,1,2023,16555
175,1,2024,15005
176,0,2010,1308
176,0,2011,1510
176,0,2012,1552
176,0,2013,2461
176,0,2014,4190
176,0,2015,3683
176,0,2016,4919
176,0,2017,5092
176,0,2018,4243
176,0,2019,2790
176,0,2020,3085
176,0,2021,3480
176,0,2022,4240
176,0,2023,4200
176,0,2024,3244
176,1,2010,198
176,1,2011,388
176,1,2012,330
176,1,2013,491
176,1,2014,622
176,1,2015,554
176,1,2016,743
176,1,2017,753
176,1,2018,692
176,1,2019,441
176,1,2020,292
176,1,2021,363
176,1,2022,526
176,1,2023,638
176,1,2024,494
177,0,2010,1365
177,0,2011,1821
177,0,2012,1770
177,0,2013,2894
177,0,2014,4403
177,0,2015,4279
177,0,2016,4117
177,0,2017,5363
177,0,2018,4966
177,0,2019,3040
177,0,2020,3394
177,0,2021,4459
177,0,2022,3755
177,0,2023,2802
177,0,2024,3150
177,1,2010,173
177,1,2011,339
177,1,2012,340
177,1,2013,558
177,1,2014,845
177,1,2015,789
177,1,2016,579
177,1,2017,697
177,1,2018,773
177,1,2019,427
177,1,2020,398
177,1,2021,525
177,1,2022,377
177,1,2023,310
177,1,2024,408
178,0,2010,3231
178,0,2011,4431
178,0,2012,4093
178,0,2013,9439
178,0,2014,9553
178,0,2015,9121
178,0,2016,10974
178,0,2017,11130
178,0,2018,9970
178,0,2019,6865
178,0,2020,7109
178,0,2021,9555
178,0,2022,10014
178,0,2023,11464
178,0,2024,10308
178,1,2010,479
178,1,2011,811
178,1,2012,704
178,1,2013,1427
178,1,2014,1603
178,1,2015,1558
178,1,2016,1893
178,1,2017,1730
178,1,2018,1942
178,1,2019,1347
178,1,2020,1064
178,1,2021,1547
178,1,2022,1665
178,1,2023,1571
178,1,2024,1328
179,0,2010,1168
179,0,2011,1291
179,0,2012,1123
179,0,2013,1952
179,0,2014,2917
179,0,2015,2726
179,0,2016,3516
179,0,2017,3808
179,0,2018,3366
179,0,2019,2071
179,0,2020,2260
179,0,2021,2753
179,0,2022,3312
179,0,2023,3684
179,0,2024,3102
179,1,2010,161
179,1,2011,245
179,1,2012,187
179,1,2013,343
179,1,2014,465
179,1,2015,500
179,1,2016,594
179,1,2017,549
179,1,2018,450
179,1,2019,342
179,1,2020,346
179,1,2021,343
179,1,2022,419
179,1,2023,505
179,1,2024,476
180,0,2010,25455
180,0,2011,30497
180,0,2012,31156
180,0,2013,43907
180,0,2014,51903
180,0,2015,51847
180,0,2016,57037
180,0,2017,55906
180,0,2018,59634
180,0,2019,52577
180,0,2020,47612
180,0,2021,76035
180,0,2022,84899
180,0,2023,80387
180,0,2024,66196
180,1,2010,4626
180,1,2011,5548
180,1,2012,5206
180,1,2013,7430
180,1,2014,8760
180,1,2015,8326
180,1,2016,8538
180,1,2017,8372
180,1,2018,9612
180,1,2019,7980
180,1,2020,6048
180,1,2021,10724
180,1,2022,12409
180,1,2023,10890
180,1,2024,9103
181,0,2010,7875
181,0,2011,12402
181,0,2012,11773
181,0,2013,21493
181,0,2014,21591
181,0,2015,20030
181,0,2016,21980
181,0,2017,24142
181,0,2018,23610
181,0,2019,16933
181,0,2020,16311
181,0,2021,23633
181,0,2022,23831
181,0,2023,24085
181,0,2024,21333
181,1,2010,1479
181,1,2011,2758
181,1,2012,2871
181,1,2013,4039
181,1,2014,3838
181,1,2015,3644
181,1,2016,3859
181,1,2017,4344
181,1,2018,4529
181,1,2019,2815
181,1,2020,2027
181,1,2021,3368
181,1,2022,3604
181,1,2023,4051
181,1,2024,2890
182,0,2010,5419
182,0,2011,8298
182,0,2012,6735
182,0,2013,10221
182,0,2014,12793
182,0,2015,12928
182,0,2016,13185
182,0,2017,14790
182,0,2018,14804
182,0,2019,10839
182,0,2020,12117
182,0,2021,16554
182,0,2022,18132
182,0,2023,17115
182,0,2024,14029
182,1,2010,888
182,1,2011,1429
182,1,2012,1279
182,1,2013,1880
182,1,2014,2374
182,1,2015,2249
182,1,2016,2404
182,1,2017,2438
182,1,2018,2574
182,1,2019,2024
182,1,2020,1821
182,1,2021,2440
182,1,2022,2765
182,1,2023,2737
182,1,2024,2248
183,0,2010,1083
183,0,2011,1702
183,0,2012,1384
183,0,2013,2097
183,0,2014,3357
183,0,2015,2946
183,0,2016,3673
183,0,2017,3882
183,0,2018,3523
183,0,2019,2196
183,0,2020,2238
183,0,2021,2538
183,0,2022,2562
183,0,2023,2873
183,0,2024,2369
183,1,2010,273
183,1,2011,427
183,1,2012,396
183,1,2013,577
183,1,2014,683
183,1,2015,543
183,1,2016,572
183,1,2017,547
183,1,2018,595
183,1,2019,465
183,1,2020,358
183,1,2021,470
183,1,2022,334
183,1,2023,392
183,1,2024,305
184,0,2010,1885
184,0,2011,2424
184,0,2012,2365
184,0,2013,4663
184,0,2014,5825
184,0,2015,5021
184,0,2016,5726
184,0,2017,5644
184,0,2018,5185
184,0,2019,3422
184,0,2020,3422
184,0,2021,3690
184,0,2022,3777
184,0,2023,4420
184,0,2024,3719
184,1,2010,384
184,1,2011,569
184,1,2012,652
184,1,2013,1111
184,1,2014,1209
184,1,2015,1236
184,1,2016,1225
184,1,2017,1068
184,1,2018,1094
184,1,2019,779
184,1,2020,455
184,1,2021,639
184,1,2022,611
184,1,2023,821
184,1,2024,723
185,0,2010,4713
185,0,2011,6496
185,0,2012,7493
185,0,2013,11675
185,0,2014,13840
185,0,2015,13142
185,0,2016,15707
185,0,2017,17693
185,0,2018,15698
185,0,2019,10466
185,0,2020,9430
185,0,2021,14142
185,0,2022,14819
185,0,2023,15161
185,0,2024,12062
185,1,2010,644
185,1,2011,1187
185,1,2012,1309
185,1,2013,2231
185,1,2014,2534
185,1,2015,2316
185,1,2016,2708
185,1,2017,2457
185,1,2018,2204
185,1,2019,1702
185,1,2020,1333
185,1,2021,2009
185,1,2022,2112
185,1,2023,2083
185,1,2024,1612
186,0,2010,669
186,0,2011,1005
186,0,2012,999
186,0,2013,1425
186,0,2014,1970
186,0,2015,2022
186,0,2016,2520
186,0,2017,2980
186,0,2018,2770
186,0,2019,1338
186,0,2020,1288
186,0,2021,2100
186,0,2022,2371
186,0,2023,2262
186,0,2024,1834
186,1,2010,130
186,1,2011,231
186,1,2012,203
186,1,2013,277
186,1,2014,391
186,1,2015,453
186,1,2016,475
186,1,2017,648
186,1,2018,698
186,1,2019,379
186,1,2020,179
186,1,2021,324
186,1,2022,350
186,1,2023,315
186,1,2024,273
187,0,2010,536
187,0,2011,670
187,0,2012,635
187,0,2013,1050
187,0,2014,2184
187,0,2015,1796
187,0,2016,1886
187,0,2017,2551
187,0,2018,2246
187,0,2019,1349
187,0,2020,1849
187,0,2021,2672
187,0,2022,3578
187,0,2023,3016
187,0,2024,2185
187,1,2010,65
187,1,2011,119
187,1,2012,144
187,1,2013,193
187,1,2014,281
187,1,2015,266
187,1,2016,267
187,1,2017,308
187,1,2018,288
187,1,2019,189
187,1,2020,258
187,1,2021,283
187,1,2022,436
187,1,2023,378
187,1,2024,267
188,0,2010,1206
188,0,2011,1705
188,0,2012,1563
188,0,2013,2515
188,0,2014,3991
188,0,2015,3556
188,0,2016,3991
188,0,2017,3944
188,0,2018,3883
188,0,2019,2465
188,0,2020,2449
188,0,2021,2923
188,0,2022,2765
188,0,2023,4180
188,0,2024,3218
188,1,2010,228
188,1,2011,420
188,1,2012,383
188,1,2013,629
188,1,2014,782
188,1,2015,783
188,1,2016,800
188,1,2017,729
188,1,2018,771
188,1,2019,448
188,1,2020,340
188,1,2021,440
188,1,2022,374
188,1,2023,720
188,1,2024,364
189,0,2010,869
189,0,2011,1021
189,0,2012,1199
189,0,2013,1911
189,0,2014,2399
189,0,2015,2069
189,0,2016,2283
189,0,2017,2744
189,0,2018,2381
189,0,2019,1553
189,0,2020,1528
189,0,2021,1855
189,0,2022,1713
189,0,2023,1886
189,0,2024,1285
189,1,2010,151
189,1,2011,279
189,1,2012,282
189,1,2013,446
189,1,2014,686
189,1,2015,524
189,1,2016,474
189,1,2017,470
189,1,2018,498
189,1,2019,378
189,1,2020,187
189,1,2021,293
189,1,2022,248
189,1,2023,362
189,1,2024,231
190,0,2010,61582
190,0,2011,68963
190,0,2012,49301
190,0,2013,75719
190,0,2014,87217
190,0,2015,78897
190,0,2016,85762
190,0,2017,87627
190,0,2018,138455
190,0,2019,138324
190,0,2020,130623
190,0,2021,152012
190,0,2022,177661
190,0,2023,142795
190,0,2024,134339
190,1,2010,7668
190,1,2011,8696
190,1,2012,7060
190,1,2013,9515
190,1,2014,11792
190,1,2015,9262
190,1,2016,10306
190,1,2017,10076
190,1,2018,17195
190,1,2019,17917
190,1,2020,16919
190,1,2021,20306
190,1,2022,24338
190,1,2023,19752
190,1,2024,17867
191,0,2010,1020
191,0,2011,1790
191,0,2012,1615
191,0,2013,2740
191,0,2014,4083
191,0,2015,3832
191,0,2016,4106
191,0,2017,4244
191,0,2018,3817
191,0,2019,2583
191,0,2020,3239
191,0,2021,5242
191,0,2022,6052
191,0,2023,7351
191,0,2024,7265
191,1,2010,156
191,1,2011,394
191,1,2012,466
191,1,2013,717
191,1,2014,1032
191,1,2015,1099
191,1,2016,934
191,1,2017,888
191,1,2018,818
191,1,2019,610
191,1,2020,629
191,1,2021,977
191,1,2022,1062
191,1,2023,1269
191,1,2024,1104
192,0,2010,7466
192,0,2011,8613
192,0,2012,7230
192,0,2013,12702
192,0,2014,15084
192,0,2015,18396
192,0,2016,19648
192,0,2017,17064
192,0,2018,16758
192,0,2019,12783
192,0,2020,11165
192,0,2021,14287
192,0,2022,15717
192,0,2023,18262
192,0,2024,16850
192,1,2010,1101
192,1,2011,1497
192,1,2012,1409
192,1,2013,2508
192,1,2014,3024
192,1,2015,3157
192,1,2016,3005
192,1,2017,3049
192,1,2018,3267
192,1,2019,2234
192,1,2020,1376
192,1,2021,1798
192,1,2022,2001
192,1,2023,3009
192,1,2024,2142
193,0,2010,1019
193,0,2011,1006
193,0,2012,1067
193,0,2013,1604
193,0,2014,2243
193,0,2015,2097
193,0,2016,2429
193,0,2017,2403
193,0,2018,2618
193,0,2019,2057
193,0,2020,2009
193,0,2021,2419
193,0,2022,2543
193,0,2023,2611
193,0,2024,2330
193,1,2010,161
193,1,2011,198
193,1,2012,171
193,1,2013,243
193,1,2014,347
193,1,2015,378
193,1,2016,266
193,1,2017,372
193,1,2018,480
193,1,2019,386
193,1,2020,249
193,1,2021,413
193,1,2022,527
193,1,2023,537
193,1,2024,497
194,0,2010,92353
194,0,2011,188907
194,0,2012,152044
194,0,2013,147414
194,0,2014,167713
194,0,2015,165710
194,0,2016,200982
194,0,2017,204708
194,0,2018,294185
194,0,2019,292948
194,0,2020,285047
194,0,2021,369525
194,0,2022,446009
194,0,2023,362199
194,0,2024,310554
194,1,2010,11844
194,1,2011,28954
194,1,2012,23507
194,1,2013,20281
194,1,2014,24126
194,1,2015,21900
194,1,2016,25107
194,1,2017,24800
194,1,2018,36232
194,1,2019,35700
194,1,2020,36793
194,1,2021,48812
194,1,2022,60167
194,1,2023,51607
194,1,2024,45207
195,0,2010,3743
195,0,2011,4882
195,0,2012,4813
195,0,2013,16243
195,0,2014,8421
195,0,2015,6668
195,0,2016,9533
195,0,2017,9964
195,0,2018,7483
195,0,2019,5841
195,0,2020,8141
195,0,2021,10354
195,0,2022,14891
195,0,2023,16740
195,0,2024,16047
195,1,2010,676
195,1,2011,948
195,1,2012,914
195,1,2013,2365
195,1,2014,1545
195,1,2015,1211
195,1,2016,1654
195,1,2017,1600
195,1,2018,1233
195,1,2019,935
195,1,2020,1087
195,1,2021,1497
195,1,2022,1934
195,1,2023,2531
195,1,2024,2454
196,0,2010,348
196,0,2011,231
196,0,2012,254
196,0,2013,579
196,0,2014,852
196,0,2015,600
196,0,2016,828
196,0,2017,876
196,0,2018,615
196,0,2019,550
196,0,2020,769
196,0,2021,640
196,0,2022,873
196,0,2023,846
196,0,2024,655
196,1,2010,48
196,1,2011,17
196,1,2012,42
196,1,2013,62
196,1,2014,112
196,1,2015,92
196,1,2016,80
196,1,2017,73
196,1,2018,74
196,1,2019,69
196,1,2020,163
196,1,2021,113
196,1,2022,95
196,1,2023,65
196,1,2024,62
197,0,2010,1167
197,0,2011,976
197,0,2012,763
197,0,2013,1346
197,0,2014,1925
197,0,2015,1334
197,0,2016,1534
197,0,2017,1751
197,0,2018,1440
197,0,2019,1348
197,0,2020,1313
197,0,2021,1481
197,0,2022,1382
197,0,2023,1600
197,0,2024,1551
197,1,2010,82
197,1,2011,72
197,1,2012,99
197,1,2013,130
197,1,2014,210
197,1,2015,128
197,1,2016,113
197,1,2017,170
197,1,2018,131
197,1,2019,148
197,1,2020,117
197,1,2021,184
197,1,2022,151
197,1,2023,97
197,1,2024,141
198,0,2010,5784
198,0,2011,9239
198,0,2012,10367
198,0,2013,13052
198,0,2014,14059
198,0,2015,11195
198,0,2016,13498
198,0,2017,12841
198,0,2018,10934
198,0,2019,9357
198,0,2020,9901
198,0,2021,11238
198,0,2022,15070
198,0,2023,16919
198,0,2024,14988
198,1,2010,669
198,1,2011,1391
198,1,2012,1405
198,1,2013,1894
198,1,2014,2206
198,1,2015,1575
198,1,2016,1867
198,1,2017,1836
198,1,2018,1527
198,1,2019,1306
198,1,2020,1466
198,1,2021,1824
198,1,2022,2200
198,1,2023,2304
198,1,2024,2016
199,0,2010,376
199,0,2011,296
199,0,2012,285
199,0,2013,533
199,0,2014,774
199,0,2015,882
199,0,2016,1110
199,0,2017,1377
199,0,2018,1148
199,0,2019,779
199,0,2020,866
199,0,2021,1271
199,0,2022,1110
199,0,2023,1142
199,0,2024,1367
199,1,2010,52
199,1,2011,57
199,1,2012,31
199,1,2013,37
199,1,2014,74
199,1,2015,67
199,1,2016,97
199,1,2017,110
199,1,2018,131
199,1,2019,87
199,1,2020,136
199,1,2021,195
199,1,2022,181
199,1,2023,120
199,1,2024,130
200,0,2010,23697
200,0,2011,26210
200,0,2012,20105
200,0,2013,42887
200,0,2014,47161
200,0,2015,39463
200,0,2016,41538
200,0,2017,39424
200,0,2018,63449
200,0,2019,66492
200,0,2020,63517
200,0,2021,81523
200,0,2022,100821
200,0,2023,82395
200,0,2024,74782
200,1,2010,4098
200,1,2011,4946
200,1,2012,4105
200,1,2013,6855
200,1,2014,8126
200,1,2015,6909
200,1,2016,6428
200,1,2017,5858
200,1,2018,10595
200,1,2019,10540
200,1,2020,8467
200,1,2021,12746
200,1,2022,18152
200,1,2023,14884
200,1,2024,12271
201,0,2010,1410
201,0,2011,1008
201,0,2012,940
201,0,2013,1354
201,0,2014,2490
201,0,2015,1964
201,0,2016,2672
201,0,2017,2511
201,0,2018,2219
201,0,2019,1743
201,0,2020,1854
201,0,2021,2118
201,0,2022,2891
201,0,2023,3056
201,0,2024,2435
201,1,2010,209
201,1,2011,171
201,1,2012,192
201,1,2013,211
201,1,2014,422
201,1,2015,338
201,1,2016,437
201,1,2017,441
201,1,2018,357
201,1,2019,298
201,1,2020,324
201,1,2021,438
201,1,2022,620
201,1,2023,605
201,1,2024,530
202,0,2010,2583
202,0,2011,3024
202,0,2012,4245
202,0,2013,4636
202,0,2014,5100
202,0,2015,4438
202,0,2016,4610
202,0,2017,4836
202,0,2018,4376
202,0,2019,3623
202,0,2020,3943
202,0,2021,5085
202,0,2022,6815
202,0,2023,7676
202,0,2024,9790
202,1,2010,471
202,1,2011,577
202,1,2012,743
202,1,2013,788
202,1,2014,1060
202,1,2015,821
202,1,2016,637
202,1,2017,770
202,1,2018,687
202,1,2019,603
202,1,2020,373
202,1,2021,562
202,1,2022,723
202,1,2023,918
202,1,2024,1295
203,0,2010,92
203,0,2011,144
203,0,2012,65
203,0,2013,184
203,0,2014,338
203,0,2015,209
203,0,2016,252
203,0,2017,190
203,0,2018,176
203,0,2019,114
203,0,2020,141
203,0,2021,177
203,0,2022,171
203,0,2023,195
203,0,2024,103
203,1,2010,10
203,1,2011,5
203,1,2012,3
203,1,2013,2
203,1,2014,8
203,1,2015,14
203,1,2016,17
203,1,2017,6
203,1,2018,26
203,1,2019,5
203,1,2020,6
203,1,2021,19
203,1,2022,16
203,1,2023,15
203,1,2024,16
204,0,2010,1136
204,0,2011,826
