# http://127.0.0.1:5790/ --workers 20 --loaded-duration-minutes 5 --output-dir loadtest-20
# {"appUrl":"http://127.0.0.1:5790/","debugLog":false,"loadedDurationMinutes":5.0,"logLevel":"WARN","outputDir":"loadtest-20","overwriteOutput":false,"receiveQueueSize":50,"recordingPath":"recording.log","workers":20}
session_id,worker_id,iteration,event,timestamp,input_line_number,comment
90,10,4,PLAYER_SESSION_CREATE,1756905790658,0,
90,10,4,REQ_HOME_START,1756905790658,4,
90,10,4,REQ_HOME_END,1756905791956,4,
90,10,4,REQ_GET_START,1756905791956,5,
90,10,4,REQ_GET_END,1756905791959,5,
90,10,4,REQ_GET_START,1756905791959,6,
90,10,4,REQ_GET_END,1756905791960,6,
90,10,4,REQ_GET_START,1756905791960,7,
90,10,4,REQ_GET_END,1756905791961,7,
90,10,4,REQ_GET_START,1756905791961,8,
90,10,4,REQ_GET_END,1756905791962,8,
90,10,4,REQ_GET_START,1756905791962,9,
90,10,4,REQ_GET_END,1756905791962,9,
90,10,4,REQ_GET_START,1756905791962,10,
90,10,4,REQ_GET_END,1756905791967,10,
90,10,4,REQ_GET_START,1756905791967,11,
90,10,4,REQ_GET_END,1756905791967,11,
90,10,4,REQ_GET_START,1756905791967,12,
90,10,4,REQ_GET_END,1756905791968,12,
90,10,4,REQ_GET_START,1756905791968,13,
90,10,4,REQ_GET_END,1756905791974,13,
90,10,4,REQ_GET_START,1756905791974,14,
90,10,4,REQ_GET_END,1756905791977,14,
90,10,4,REQ_GET_START,1756905791977,15,
90,10,4,REQ_GET_END,1756905791979,15,
90,10,4,REQ_GET_START,1756905791979,16,
90,10,4,REQ_GET_END,1756905791981,16,
90,10,4,WS_OPEN_START,1756905791981,17,
90,10,4,WS_OPEN_END,1756905792389,17,
90,10,4,PLAYBACK_SLEEPBEFORE_START,1756905792389,18,
90,10,4,PLAYBACK_SLEEPBEFORE_END,1756905792544,18,
90,10,4,WS_SEND_START,1756905792544,18,
90,10,4,WS_SEND_END,1756905792544,18,
90,10,4,WS_RECV_INIT_START,1756905792544,19,
90,10,4,WS_RECV_INIT_END,1756905793664,19,
90,10,4,WS_RECV_START,1756905793664,20,
90,10,4,WS_RECV_END,1756905793698,20,
90,10,4,WS_RECV_START,1756905793698,21,
90,10,4,WS_RECV_END,1756905793702,21,
90,10,4,WS_RECV_START,1756905793702,22,
90,10,4,WS_RECV_END,1756905793702,22,
90,10,4,PLAYBACK_SLEEPBEFORE_START,1756905793703,23,
90,10,4,PLAYBACK_SLEEPBEFORE_END,1756905793704,23,
90,10,4,REQ_GET_START,1756905793704,23,
90,10,4,REQ_GET_END,1756905794032,23,
90,10,4,WS_RECV_START,1756905794032,24,
90,10,4,WS_RECV_END,1756905794033,24,
90,10,4,WS_RECV_START,1756905794033,25,
90,10,4,WS_RECV_END,1756905794033,25,
90,10,4,PLAYBACK_SLEEPBEFORE_START,1756905794033,26,
90,10,4,PLAYBACK_SLEEPBEFORE_END,1756905794085,26,
90,10,4,REQ_GET_START,1756905794085,26,
90,10,4,REQ_GET_END,1756905795026,26,
90,10,4,PLAYBACK_SLEEPBEFORE_START,1756905795026,27,
90,10,4,PLAYBACK_SLEEPBEFORE_END,1756905795068,27,
90,10,4,REQ_GET_START,1756905795068,27,
90,10,4,REQ_GET_END,1756905796624,27,
90,10,4,PLAYBACK_SLEEPBEFORE_START,1756905796624,28,
90,10,4,PLAYBACK_SLEEPBEFORE_END,1756905796681,28,
90,10,4,WS_SEND_START,1756905796681,28,
90,10,4,WS_SEND_END,1756905796681,28,
90,10,4,WS_SEND_START,1756905796681,29,
90,10,4,WS_SEND_END,1756905796681,29,
90,10,4,PLAYBACK_SLEEPBEFORE_START,1756905796681,30,
90,10,4,PLAYBACK_SLEEPBEFORE_END,1756905796683,30,
90,10,4,WS_SEND_START,1756905796683,30,
90,10,4,WS_SEND_END,1756905796683,30,
90,10,4,WS_SEND_START,1756905796683,31,
90,10,4,WS_SEND_END,1756905796683,31,
90,10,4,PLAYBACK_SLEEPBEFORE_START,1756905796683,32,
90,10,4,PLAYBACK_SLEEPBEFORE_END,1756905796684,32,
90,10,4,WS_SEND_START,1756905796684,32,
