# http://127.0.0.1:5790/ --workers 20 --loaded-duration-minutes 5 --output-dir loadtest-20
# {"appUrl":"http://127.0.0.1:5790/","debugLog":false,"loadedDurationMinutes":5.0,"logLevel":"WARN","outputDir":"loadtest-20","overwriteOutput":false,"receiveQueueSize":50,"recordingPath":"recording.log","workers":20}
session_id,worker_id,iteration,event,timestamp,input_line_number,comment
86,6,4,PLAYER_SESSION_CREATE,1756905783977,0,
86,6,4,REQ_HOME_START,1756905783977,4,
86,6,4,REQ_HOME_END,1756905785538,4,
86,6,4,REQ_GET_START,1756905785538,5,
86,6,4,REQ_GET_END,1756905785540,5,
86,6,4,REQ_GET_START,1756905785540,6,
86,6,4,REQ_GET_END,1756905785541,6,
86,6,4,REQ_GET_START,1756905785541,7,
86,6,4,REQ_GET_END,1756905785542,7,
86,6,4,REQ_GET_START,1756905785542,8,
86,6,4,REQ_GET_END,1756905785543,8,
86,6,4,REQ_GET_START,1756905785543,9,
86,6,4,REQ_GET_END,1756905785543,9,
86,6,4,REQ_GET_START,1756905785543,10,
86,6,4,REQ_GET_END,1756905785547,10,
86,6,4,REQ_GET_START,1756905785548,11,
86,6,4,REQ_GET_END,1756905785548,11,
86,6,4,REQ_GET_START,1756905785548,12,
86,6,4,REQ_GET_END,1756905785549,12,
86,6,4,REQ_GET_START,1756905785549,13,
86,6,4,REQ_GET_END,1756905785556,13,
86,6,4,REQ_GET_START,1756905785556,14,
86,6,4,REQ_GET_END,1756905785559,14,
86,6,4,REQ_GET_START,1756905785559,15,
86,6,4,REQ_GET_END,1756905785560,15,
86,6,4,REQ_GET_START,1756905785560,16,
86,6,4,REQ_GET_END,1756905785564,16,
86,6,4,WS_OPEN_START,1756905785564,17,
86,6,4,WS_OPEN_END,1756905786030,17,
86,6,4,PLAYBACK_SLEEPBEFORE_START,1756905786030,18,
86,6,4,PLAYBACK_SLEEPBEFORE_END,1756905786185,18,
86,6,4,WS_SEND_START,1756905786185,18,
86,6,4,WS_SEND_END,1756905786185,18,
86,6,4,WS_RECV_INIT_START,1756905786185,19,
86,6,4,WS_RECV_INIT_END,1756905786512,19,
86,6,4,WS_RECV_START,1756905786512,20,
86,6,4,WS_RECV_END,1756905786756,20,
86,6,4,WS_RECV_START,1756905786756,21,
86,6,4,WS_RECV_END,1756905786760,21,
86,6,4,WS_RECV_START,1756905786760,22,
86,6,4,WS_RECV_END,1756905786761,22,
86,6,4,PLAYBACK_SLEEPBEFORE_START,1756905786761,23,
86,6,4,PLAYBACK_SLEEPBEFORE_END,1756905786762,23,
86,6,4,REQ_GET_START,1756905786762,23,
86,6,4,REQ_GET_END,1756905787097,23,
86,6,4,WS_RECV_START,1756905787097,24,
86,6,4,WS_RECV_END,1756905787098,24,
86,6,4,WS_RECV_START,1756905787098,25,
86,6,4,WS_RECV_END,1756905787098,25,
86,6,4,PLAYBACK_SLEEPBEFORE_START,1756905787098,26,
86,6,4,PLAYBACK_SLEEPBEFORE_END,1756905787149,26,
86,6,4,REQ_GET_START,1756905787149,26,
86,6,4,REQ_GET_END,1756905788467,26,
86,6,4,PLAYBACK_SLEEPBEFORE_START,1756905788467,27,
86,6,4,PLAYBACK_SLEEPBEFORE_END,1756905788508,27,
86,6,4,REQ_GET_START,1756905788508,27,
86,6,4,REQ_GET_END,1756905789650,27,
86,6,4,PLAYBACK_SLEEPBEFORE_START,1756905789650,28,
86,6,4,PLAYBACK_SLEEPBEFORE_END,1756905789710,28,
86,6,4,WS_SEND_START,1756905789710,28,
86,6,4,WS_SEND_END,1756905789710,28,
86,6,4,WS_SEND_START,1756905789710,29,
86,6,4,WS_SEND_END,1756905789710,29,
86,6,4,PLAYBACK_SLEEPBEFORE_START,1756905789710,30,
86,6,4,PLAYBACK_SLEEPBEFORE_END,1756905789711,30,
86,6,4,WS_SEND_START,1756905789711,30,
86,6,4,WS_SEND_END,1756905789711,30,
86,6,4,WS_SEND_START,1756905789711,31,
86,6,4,WS_SEND_END,1756905789711,31,
86,6,4,PLAYBACK_SLEEPBEFORE_START,1756905789711,32,
86,6,4,PLAYBACK_SLEEPBEFORE_END,1756905789712,32,
86,6,4,WS_SEND_START,1756905789712,32,
86,6,4,WS_SEND_END,1756905789712,32,
86,6,4,PLAYBACK_SLEEPBEFORE_START,1756905789712,33,
