# http://127.0.0.1:5790/ --workers 20 --loaded-duration-minutes 5 --output-dir loadtest-20
# {"appUrl":"http://127.0.0.1:5790/","debugLog":false,"loadedDurationMinutes":5.0,"logLevel":"WARN","outputDir":"loadtest-20","overwriteOutput":false,"receiveQueueSize":50,"recordingPath":"recording.log","workers":20}
session_id,worker_id,iteration,event,timestamp,input_line_number,comment
68,8,3,PLAYER_SESSION_CREATE,1756905740528,0,
68,8,3,REQ_HOME_START,1756905740528,4,
68,8,3,REQ_HOME_END,1756905742716,4,
68,8,3,REQ_GET_START,1756905742716,5,
68,8,3,REQ_GET_END,1756905742719,5,
68,8,3,REQ_GET_START,1756905742719,6,
68,8,3,REQ_GET_END,1756905742720,6,
68,8,3,REQ_GET_START,1756905742720,7,
68,8,3,REQ_GET_END,1756905742720,7,
68,8,3,REQ_GET_START,1756905742720,8,
68,8,3,REQ_GET_END,1756905742721,8,
68,8,3,REQ_GET_START,1756905742721,9,
68,8,3,REQ_GET_END,1756905742722,9,
68,8,3,REQ_GET_START,1756905742722,10,
68,8,3,REQ_GET_END,1756905742726,10,
68,8,3,REQ_GET_START,1756905742726,11,
68,8,3,REQ_GET_END,1756905742727,11,
68,8,3,REQ_GET_START,1756905742727,12,
68,8,3,REQ_GET_END,1756905742727,12,
68,8,3,REQ_GET_START,1756905742727,13,
68,8,3,REQ_GET_END,1756905742734,13,
68,8,3,REQ_GET_START,1756905742734,14,
68,8,3,REQ_GET_END,1756905742737,14,
68,8,3,REQ_GET_START,1756905742737,15,
68,8,3,REQ_GET_END,1756905742739,15,
68,8,3,REQ_GET_START,1756905742739,16,
68,8,3,REQ_GET_END,1756905742742,16,
68,8,3,WS_OPEN_START,1756905742742,17,
68,8,3,WS_OPEN_END,1756905743596,17,
68,8,3,PLAYBACK_SLEEPBEFORE_START,1756905743596,18,
68,8,3,PLAYBACK_SLEEPBEFORE_END,1756905743747,18,
68,8,3,WS_SEND_START,1756905743747,18,
68,8,3,WS_SEND_END,1756905743747,18,
68,8,3,WS_RECV_INIT_START,1756905743747,19,
68,8,3,WS_RECV_INIT_END,1756905744195,19,
68,8,3,WS_RECV_START,1756905744195,20,
68,8,3,WS_RECV_END,1756905744368,20,
68,8,3,WS_RECV_START,1756905744368,21,
68,8,3,WS_RECV_END,1756905744372,21,
68,8,3,WS_RECV_START,1756905744372,22,
68,8,3,WS_RECV_END,1756905744373,22,
68,8,3,PLAYBACK_SLEEPBEFORE_START,1756905744373,23,
68,8,3,PLAYBACK_SLEEPBEFORE_END,1756905744374,23,
68,8,3,REQ_GET_START,1756905744374,23,
68,8,3,REQ_GET_END,1756905744698,23,
68,8,3,WS_RECV_START,1756905744698,24,
68,8,3,WS_RECV_END,1756905744700,24,
68,8,3,WS_RECV_START,1756905744700,25,
68,8,3,WS_RECV_END,1756905744700,25,
68,8,3,PLAYBACK_SLEEPBEFORE_START,1756905744700,26,
68,8,3,PLAYBACK_SLEEPBEFORE_END,1756905744752,26,
68,8,3,REQ_GET_START,1756905744752,26,
68,8,3,REQ_GET_END,1756905745395,26,
68,8,3,PLAYBACK_SLEEPBEFORE_START,1756905745395,27,
68,8,3,PLAYBACK_SLEEPBEFORE_END,1756905745439,27,
68,8,3,REQ_GET_START,1756905745439,27,
68,8,3,REQ_GET_END,1756905745971,27,
68,8,3,PLAYBACK_SLEEPBEFORE_START,1756905745971,28,
68,8,3,PLAYBACK_SLEEPBEFORE_END,1756905746032,28,
68,8,3,WS_SEND_START,1756905746032,28,
68,8,3,WS_SEND_END,1756905746032,28,
68,8,3,WS_SEND_START,1756905746032,29,
68,8,3,WS_SEND_END,1756905746032,29,
68,8,3,PLAYBACK_SLEEPBEFORE_START,1756905746032,30,
68,8,3,PLAYBACK_SLEEPBEFORE_END,1756905746033,30,
68,8,3,WS_SEND_START,1756905746033,30,
68,8,3,WS_SEND_END,1756905746033,30,
68,8,3,WS_SEND_START,1756905746033,31,
68,8,3,WS_SEND_END,1756905746033,31,
68,8,3,PLAYBACK_SLEEPBEFORE_START,1756905746033,32,
68,8,3,PLAYBACK_SLEEPBEFORE_END,1756905746034,32,
68,8,3,WS_SEND_START,1756905746034,32,
68,8,3,WS_SEND_END,1756905746034,32,
68,8,3,PLAYBACK_SLEEPBEFORE_START,1756905746034,33,
68,8,3,PLAYBACK_SLEEPBEFORE_END,1756905746035,33,
68,8,3,WS_SEND_START,1756905746035,33,
68,8,3,WS_SEND_END,1756905746035,33,
68,8,3,PLAYBACK_SLEEPBEFORE_START,1756905746035,34,
68,8,3,PLAYBACK_SLEEPBEFORE_END,1756905746048,34,
68,8,3,REQ_GET_START,1756905746048,34,
68,8,3,REQ_GET_END,1756905747346,34,
68,8,3,PLAYBACK_SLEEPBEFORE_START,1756905747346,35,
68,8,3,PLAYBACK_SLEEPBEFORE_END,1756905747392,35,
68,8,3,WS_SEND_START,1756905747392,35,
68,8,3,WS_SEND_END,1756905747392,35,
68,8,3,PLAYBACK_SLEEPBEFORE_START,1756905747392,36,
68,8,3,PLAYBACK_SLEEPBEFORE_END,1756905747426,36,
68,8,3,WS_SEND_START,1756905747426,36,
68,8,3,WS_SEND_END,1756905747426,36,
68,8,3,PLAYBACK_SLEEPBEFORE_START,1756905747426,37,
68,8,3,PLAYBACK_SLEEPBEFORE_END,1756905750944,37,
68,8,3,WS_SEND_START,1756905750944,37,
68,8,3,WS_SEND_END,1756905750944,37,
68,8,3,WS_RECV_START,1756905750944,38,
68,8,3,WS_RECV_END,1756905751640,38,
68,8,3,PLAYBACK_SLEEPBEFORE_START,1756905751640,39,
68,8,3,PLAYBACK_SLEEPBEFORE_END,1756905754904,39,
68,8,3,WS_SEND_START,1756905754904,39,
68,8,3,WS_SEND_END,1756905754904,39,
68,8,3,WS_RECV_START,1756905754904,40,
68,8,3,WS_RECV_END,1756905755017,40,
68,8,3,PLAYBACK_SLEEPBEFORE_START,1756905755017,41,
68,8,3,PLAYBACK_SLEEPBEFORE_END,1756905756653,41,
68,8,3,WS_SEND_START,1756905756653,41,
68,8,3,WS_SEND_END,1756905756653,41,
68,8,3,WS_RECV_START,1756905756653,42,
68,8,3,WS_RECV_END,1756905756782,42,
68,8,3,PLAYBACK_SLEEPBEFORE_START,1756905756782,43,
68,8,3,PLAYBACK_SLEEPBEFORE_END,1756905757945,43,
68,8,3,WS_SEND_START,1756905757945,43,
68,8,3,WS_SEND_END,1756905757945,43,
68,8,3,WS_RECV_START,1756905757945,44,
68,8,3,WS_RECV_END,1756905758422,44,
68,8,3,PLAYBACK_SLEEPBEFORE_START,1756905758422,45,
68,8,3,PLAYBACK_SLEEPBEFORE_END,1756905760859,45,
68,8,3,WS_SEND_START,1756905760859,45,
68,8,3,WS_SEND_END,1756905760859,45,
68,8,3,WS_RECV_START,1756905760859,46,
68,8,3,WS_RECV_END,1756905761321,46,
68,8,3,PLAYBACK_SLEEPBEFORE_START,1756905761321,47,
68,8,3,PLAYBACK_SLEEPBEFORE_END,1756905762829,47,
68,8,3,WS_SEND_START,1756905762830,47,
68,8,3,WS_SEND_END,1756905762830,47,
68,8,3,WS_RECV_START,1756905762830,48,
68,8,3,WS_RECV_END,1756905763693,48,
68,8,3,PLAYBACK_SLEEPBEFORE_START,1756905763693,49,
68,8,3,PLAYBACK_SLEEPBEFORE_END,1756905764768,49,
68,8,3,WS_SEND_START,1756905764768,49,
68,8,3,WS_SEND_END,1756905764768,49,
68,8,3,WS_RECV_START,1756905764768,50,
68,8,3,WS_RECV_END,1756905766041,50,
68,8,3,PLAYBACK_SLEEPBEFORE_START,1756905766041,51,
68,8,3,PLAYBACK_SLEEPBEFORE_END,1756905767337,51,
68,8,3,WS_SEND_START,1756905767337,51,
68,8,3,WS_SEND_END,1756905767337,51,
68,8,3,WS_RECV_START,1756905767337,52,
68,8,3,WS_RECV_END,1756905767974,52,
68,8,3,PLAYBACK_SLEEPBEFORE_START,1756905767974,53,
68,8,3,PLAYBACK_SLEEPBEFORE_END,1756905768746,53,
68,8,3,WS_SEND_START,1756905768746,53,
68,8,3,WS_SEND_END,1756905768746,53,
68,8,3,WS_RECV_START,1756905768746,54,
68,8,3,WS_RECV_END,1756905769032,54,
68,8,3,PLAYBACK_SLEEPBEFORE_START,1756905769033,55,
68,8,3,PLAYBACK_SLEEPBEFORE_END,1756905772207,55,
68,8,3,WS_SEND_START,1756905772207,55,
68,8,3,WS_SEND_END,1756905772207,55,
68,8,3,WS_RECV_START,1756905772207,56,
68,8,3,WS_RECV_END,1756905773074,56,
68,8,3,PLAYBACK_SLEEPBEFORE_START,1756905773074,57,
68,8,3,PLAYBACK_SLEEPBEFORE_END,1756905773269,57,
68,8,3,WS_SEND_START,1756905773269,57,
68,8,3,WS_SEND_END,1756905773269,57,
68,8,3,WS_RECV_START,1756905773269,58,
68,8,3,WS_RECV_END,1756905774844,58,
68,8,3,PLAYBACK_SLEEPBEFORE_START,1756905774844,59,
68,8,3,PLAYBACK_SLEEPBEFORE_END,1756905778605,59,
68,8,3,WS_SEND_START,1756905778605,59,
68,8,3,WS_SEND_END,1756905778605,59,
68,8,3,WS_RECV_START,1756905778605,60,
68,8,3,WS_RECV_END,1756905778994,60,
68,8,3,PLAYBACK_SLEEPBEFORE_START,1756905778994,61,
68,8,3,PLAYBACK_SLEEPBEFORE_END,1756905779046,61,
68,8,3,WS_SEND_START,1756905779047,61,
68,8,3,WS_SEND_END,1756905779047,61,
68,8,3,PLAYBACK_SLEEPBEFORE_START,1756905779047,62,
68,8,3,PLAYBACK_SLEEPBEFORE_END,1756905779048,62,
68,8,3,WS_SEND_START,1756905779048,62,
68,8,3,WS_SEND_END,1756905779048,62,
68,8,3,WS_SEND_START,1756905779048,63,
68,8,3,WS_SEND_END,1756905779048,63,
68,8,3,PLAYBACK_SLEEPBEFORE_START,1756905779048,64,
68,8,3,PLAYBACK_SLEEPBEFORE_END,1756905779049,64,
68,8,3,WS_SEND_START,1756905779049,64,
68,8,3,WS_SEND_END,1756905779049,64,
68,8,3,WS_SEND_START,1756905779049,65,
68,8,3,WS_SEND_END,1756905779049,65,
68,8,3,WS_SEND_START,1756905779049,66,
